BV号,出现时间,弹幕类型,字的大小,颜色,上传时间,uid,弹幕内容
BV1i34112729,0.87400,1,25,0xFFFFFF,2021-9-25,1b060af1,冰冰
BV1i34112729,84.49400,1,25,0xFFFFFF,2021-9-23,bf680c12,哈哈哈哈哈哈
BV1i34112729,11.63900,1,25,0xFFFFFF,2021-9-23,79963212,中秋快乐
BV1i34112729,33.16800,1,25,0xFFFFFF,2021-9-22,5f215b6a,中秋节快乐
BV1i34112729,8.23900,1,25,0xFFFFFF,2021-9-22,a49c540b,有生之年
BV1i34112729,39.96500,1,25,0xFFFFFF,2021-9-22,3f0a8eb2,中秋
BV1i34112729,12.65900,1,25,0xFFFFFF,2021-9-22,567d4aeb,中秋节快乐
BV1i34112729,21.55900,1,25,0xFFFFFF,2021-9-22,aa1dc0f9,中秋节快乐
BV1i34112729,8.13900,1,25,0xFFFFFF,2021-9-22,41cbd811,中秋节快乐
BV1i34112729,40.89900,1,25,0xFFFFFF,2021-9-22,5f6dceb1,好美
BV1i34112729,31.77900,1,25,0xFFFFFF,2021-9-22,5f6dceb1,中秋节快乐
BV1i34112729,16.10500,1,25,0xFFFFFF,2021-9-22,ca0e0f27,中秋节快乐
BV1i34112729,32.67500,1,25,0xFFFFFF,2021-9-22,c60093ef,哈哈哈哈
BV1i34112729,25.96400,1,25,0xFFFFFF,2021-9-22,e31267d4,中秋节快乐
BV1i34112729,12.61900,1,25,0xFFFFFF,2021-9-22,28875208,中秋节快乐
BV1i34112729,30.78700,1,25,0xFFFFFF,2021-9-22,302b7ec4,中秋节快乐
BV1i34112729,25.27800,1,25,0xFFFFFF,2021-9-22,5b6e59ae,中秋节快乐
BV1i34112729,26.53700,1,25,0xE70012,2021-9-22,e66303f7,中秋节快乐
BV1i34112729,30.35600,1,25,0xFFFFFF,2021-9-21,4107e6bd,中秋节快乐
BV1i34112729,82.17000,1,25,0xFFFFFF,2021-9-21,ac62224b,这不是嫦娥仙子吗
BV1i34112729,21.85900,1,25,0xFFFFFF,2021-9-21,c172878c,中秋节快乐
BV1i34112729,18.25900,1,25,0xFFFFFF,2021-9-21,13d64c56,中秋节快乐
BV1i34112729,21.80200,1,25,0xFFFFFF,2021-9-21,62bebd8a,中秋节快乐
BV1i34112729,24.83500,1,25,0xFFFFFF,2021-9-21,728add7a,中秋节快乐
BV1i34112729,23.18700,1,25,0xFFFFFF,2021-9-21,68dd5de3,中秋节快乐
BV1i34112729,12.71100,1,25,0xFFFFFF,2021-9-21,322ce951,冰我来了！！
BV1i34112729,11.39900,1,25,0xFFFFFF,2021-9-21,6276233d,中秋节快乐
BV1i34112729,17.79400,1,25,0xFFFFFF,2021-9-21,ccfa809d,中秋节快乐
BV1i34112729,30.36800,1,25,0xFFFFFF,2021-9-21,df014eaf,中秋节快乐
BV1i34112729,22.84500,1,25,0xFFFFFF,2021-9-21,6e5f58d8,中秋节快乐
BV1i34112729,23.78300,1,25,0xFFFFFF,2021-9-21,29e5f829,中秋节快乐
BV1i34112729,16.23900,1,25,0xFFFFFF,2021-9-21,1385f9dc,中秋节快乐
BV1i34112729,23.49800,1,25,0xFFFFFF,2021-9-21,757d7456,中秋节快乐
BV1i34112729,26.92000,1,25,0xFFFFFF,2021-9-21,db8ad01e,中秋节快乐
BV1i34112729,21.95900,1,25,0xFFFFFF,2021-9-21,8b30e7d,中秋节快乐
BV1i34112729,12.93900,1,25,0xFFFFFF,2021-10-6,b99e10ea,冰
BV1i34112729,9.79900,1,25,0xFFFFFF,2021-10-1,e545740d,好的，冰
BV1i34112729,15.91300,1,25,0xFFFFFF,2021-9-28,e0e0537f,爷青回
BV1i34112729,32.07500,1,25,0xFFFFFF,2021-9-24,2f60d330,真好看
BV1i34112729,12.89900,1,25,0xFFFFFF,2021-9-23,3d2a9955,来看看
BV1i34112729,25.43900,1,25,0xFFFFFF,2021-9-23,867b1501,月亮姐姐
BV1i34112729,22.15900,1,25,0xE70012,2021-9-22,954aa6a7,中秋节快乐
BV1i34112729,20.40000,1,25,0xFFFFFF,2021-9-22,74073f5,哎呀
BV1i34112729,34.82000,1,25,0xFFFFFF,2021-9-22,4a58f133,6666
BV1i34112729,18.27500,1,25,0xFFFFFF,2021-9-22,40274e0d,月亮哥哥
BV1i34112729,31.75900,1,25,0xFFFFFF,2021-9-22,49aa7694,中秋
BV1i34112729,26.87900,1,25,0xFFFFFF,2021-9-22,e92c048d,中秋节
BV1i34112729,11.65900,1,25,0xFFFFFF,2021-9-22,6a238691,冰冰
BV1i34112729,17.42700,1,25,0xFFFFFF,2021-9-22,528bd8a5,冰冰！
BV1i34112729,22.14300,1,25,0xFFFFFF,2021-9-22,e66303f7,中秋节快乐
BV1i34112729,19.94600,1,25,0xFFFFFF,2021-9-21,eb5f4d12,月亮姐姐
BV1i34112729,21.29900,1,25,0xFFFFFF,2021-9-21,64b2840d,love！！！！！！
BV1i34112729,28.77400,1,25,0xFFFFFF,2021-9-21,83b43fac,中秋
BV1i34112729,35.30500,1,25,0xFFFFFF,2021-9-21,f40dff01,冰冰！
BV1i34112729,35.63300,1,25,0xFFFFFF,2021-9-21,4aab5cbe,666
BV1i34112729,25.67300,1,25,0xFFFFFF,2021-9-21,95432515,中秋节快乐
BV1i34112729,25.85900,1,25,0xFFFFFF,2021-9-21,47929f0e,中秋节快乐
BV1i34112729,64.51500,4,25,0xE70012,2021-10-9,cf745106,好想夸但是夸不出来
BV1i34112729,41.27800,1,25,0xFFFFFF,2021-10-5,bbf4c788,冰冰跑调啦笨蛋
BV1i34112729,53.93900,1,25,0xFFFFFF,2021-10-4,78c24f1c,混音永远滴神
BV1i34112729,69.09500,1,25,0xFFFFFF,2021-10-1,530d3ce8,我的心都是冰冰的
BV1i34112729,56.50500,1,25,0xFFFFFF,2021-10-1,751a5977,？
BV1i34112729,19.41900,1,25,0xFFFFFF,2021-10-1,5237ae3b,月亮阿姨
BV1i34112729,98.66600,1,25,0xFFFFFF,2021-9-30,a83a366a,人有悲欢离合
BV1i34112729,17.77900,1,25,0xFFFFFF,2021-9-27,636c7126,卡通欢乐岛，快乐少不了！
BV1i34112729,94.13600,1,25,0xFFFFFF,2021-9-26,3bce1877,起鸡皮疙瘩了
BV1i34112729,68.93200,1,25,0xFFFFFF,2021-9-25,5da91434,中秋节快乐  虽然已经过去了两天 啊哈哈
BV1i34112729,2.10200,1,25,0xFFFFFF,2021-9-25,33566a0f,千里共冰冰
BV1i34112729,54.68800,1,25,0xFFFFFF,2021-9-25,33566a0f,千里共冰冰
BV1i34112729,57.81200,5,25,0xFFFFFF,2021-9-25,c4b7a195,单推了xdm
BV1i34112729,57.49200,1,25,0xFFFFFF,2021-9-25,40de4e02,全是感情
BV1i34112729,66.50800,1,25,0xFFFFFF,2021-9-24,70b65603,大头冰
BV1i34112729,133.27300,1,25,0xE70012,2021-9-24,9e68bba2,大头孩子
BV1i34112729,62.42500,1,25,0xFFFFFF,2021-9-24,32018931,我的心是冰冰的
BV1i34112729,36.83800,1,25,0xFFFFFF,2021-9-24,1497cea2,这绝对修音了吧
BV1i34112729,20.05900,1,25,0xFFFFFF,2021-9-24,b071db7,没人吗
BV1i34112729,20.05900,1,25,0xFFFFFF,2021-9-24,b071db7,没人吗
BV1i34112729,45.23000,5,25,0xE2027F,2021-9-24,5603d097,大头特效？
BV1i34112729,63.24300,1,25,0xFFFFFF,2021-9-24,e8e98f6,大头！
BV1i34112729,55.67200,1,25,0xFFFFFF,2021-9-23,a0cf8fe9,现在我的女神是王冰冰/doge
BV1i34112729,39.69000,1,25,0xFFFFFF,2021-9-23,a0cf8fe9,月亮姐姐已经不是我的女神了
BV1i34112729,13.05100,1,25,0xFFFFFF,2021-9-23,1b366a8b,？？？就这么点长？？？
BV1i34112729,68.50100,5,25,0xFFFF00,2021-9-23,1725eaa2,啊，是胖头鱼公主
BV1i34112729,73.15100,1,25,0xFFFFFF,2021-9-23,b7d22b5e,我记得是yi户啊
BV1i34112729,62.61100,1,25,0xFFFFFF,2021-9-23,ad9934c9,头好大
BV1i34112729,93.88100,1,25,0xFFFFFF,2021-9-23,c29c82bb,冰冰唱的很少，下次请不要唱了。
BV1i34112729,35.45900,1,25,0xFFFFFF,2021-9-23,86677085,我的心都是冰冰的
BV1i34112729,25.01900,1,25,0xFFFFFF,2021-9-23,6bb9fab7,我的心是冰冰的
BV1i34112729,47.21900,1,25,0xFFFFFF,2021-9-23,dbab84d9,(⊙o⊙)哇，我想捏下脸
BV1i34112729,39.03500,1,25,0xFFFFFF,2021-9-23,e2fe6f3,调音师累趴了
BV1i34112729,18.21900,1,25,0xFFFFFF,2021-9-23,f500a7e,中秋快乐 月圆人团圆
BV1i34112729,11.03200,1,25,0xFFFFFF,2021-9-23,abc0df85,冰冰~！冰冰~！冰冰~！
BV1i34112729,60.99000,1,25,0xFFFFFF,2021-9-23,559eac48,大头实锤
BV1i34112729,51.94600,1,25,0xFFFFFF,2021-9-23,adaef6d3,？？？？你说是谁
BV1i34112729,122.21700,1,25,0xFFFFFF,2021-9-22,6f3ef843,没有对比…
BV1i34112729,53.69100,1,25,0xFFFFFF,2021-9-22,e87dc255,Q版还没原版Q
BV1i34112729,43.11100,1,25,0xFFFFFF,2021-9-22,ec55ad0d,不是又恐吗?（不懂就问）
BV1i34112729,7.51900,1,25,0xFFFFFF,2021-9-22,da2694bf,想吃冰冰味的月饼
BV1i34112729,74.47300,1,25,0xFFFFFF,2021-9-22,ddc0f28b,起高了哈哈哈
BV1i34112729,66.31700,1,25,0xFFFFFF,2021-9-22,177fe19,发音对了诶
BV1i34112729,58.36000,1,25,0xFFFFFF,2021-9-22,66921852,头身比还原度极高
BV1i34112729,42.22500,1,25,0xFFFFFF,2021-9-22,41b83808,大头鱼
BV1i34112729,51.43900,1,25,0xE70012,2021-9-22,a8a37fd1,大头娃娃
BV1i34112729,30.84800,1,25,0xFFFFFF,2021-9-22,90eb53e7,花好月圆
BV1i34112729,6.63900,1,25,0xFFFFFF,2021-9-22,b27dc6c9,来了
BV1i34112729,37.25300,1,25,0xFFFFFF,2021-9-22,ec72abd3,我 ~ 擦 ~
BV1i34112729,47.52600,1,25,0xFEF102,2021-9-22,5abf5ec6,好的很好听 下次不许唱了
BV1i34112729,70.79600,1,25,0xFFFFFF,2021-9-22,7f23629b,这要不是王冰冰唱的，我早溜了
BV1i34112729,35.86000,1,25,0xFFFFFF,2021-9-22,7f23629b,没忍住，对不起。哈哈哈:-D
BV1i34112729,73.13900,1,25,0xFFFFFF,2021-9-22,626d018,就是qi
BV1i34112729,24.55300,1,25,0xFFFFFF,2021-9-22,a54b9c7e,百亿调音
BV1i34112729,34.14700,1,25,0xFFFFFF,2021-9-22,3320b7f8,冰冰(∗❛ั∀❛ั∗)✧*。
BV1i34112729,131.91200,1,25,0xFFFFFF,2021-9-22,183a3485,冰冰你倒是变回来呀
BV1i34112729,44.91900,1,25,0xFFFFFF,2021-9-22,7bfaaca9,冰冰今天长的好像月饼
BV1i34112729,36.41900,1,25,0xFFFFFF,2021-9-22,49aa7694,mid Autumn
BV1i34112729,2.77900,1,25,0xFFFFFF,2021-9-22,b2b82b79,胖头鱼公主冰冰
BV1i34112729,5.49900,1,25,0xFFFFFF,2021-9-22,986ed909,这么短
BV1i34112729,86.08100,1,25,0xFFFFFF,2021-9-22,d724fa47,歌词谁写的，真好
BV1i34112729,111.01900,1,25,0xFFFFFF,2021-9-22,60b623e5,卡通娃娃头也太大了吧！！
BV1i34112729,140.04000,1,25,0xFFFFFF,2021-9-22,661ee1be,大头
BV1i34112729,3.69900,1,25,0xFFFFFF,2021-9-22,1083c2c,我的心是冰冰的
BV1i34112729,37.27900,1,25,0xFFFFFF,2021-9-22,81ae3d52,我的心是冰冰的。
BV1i34112729,83.34400,1,25,0xFFFFFF,2021-9-22,4e9ad9cb,呜呜从小就喜欢听月亮姐姐唱歌，她好像嫦娥一样美呜呜呜呜呜
BV1i34112729,57.89900,1,25,0xFFFFFF,2021-9-22,feea4e99,调音师想撂挑子的一天
BV1i34112729,61.35100,1,25,0xFFFFFF,2021-9-22,b4c77f52,依然头大
BV1i34112729,53.87600,1,25,0xFFFFFF,2021-9-22,52cb06bb,中秋节快乐
BV1i34112729,26.10200,1,25,0xFFFFFF,2021-9-22,e6246f3,但愿人长久 千里共婵娟
BV1i34112729,33.48700,1,25,0xFFFFFF,2021-9-22,d88e2f49,月亮阿姨
BV1i34112729,53.69900,1,25,0xFFFFFF,2021-9-22,cfb2b05f,这个特效好中老年人
BV1i34112729,50.13900,1,25,0xFFFFFF,2021-9-22,17a43663,姐姐中秋节快乐乐
BV1i34112729,87.31600,1,25,0xFFFFFF,2021-9-22,c7ffc99b,快进
BV1i34112729,93.55900,5,25,0xE70012,2021-9-22,213dbc0,公屏们，把兄弟打在爷青回上
BV1i34112729,36.93900,1,25,0xFFFFFF,2021-9-22,69a64a,大头月亮
BV1i34112729,60.25300,1,25,0xFFFFFF,2021-9-22,26cf0b85,这大脸盘子
BV1i34112729,66.97900,1,25,0xE70012,2021-9-22,8340805c,等比例还原
BV1i34112729,60.17900,1,25,0xFFFFFF,2021-9-22,e6ac791b,冰冰你又开大头特效
BV1i34112729,132.39300,1,25,0xFFFFFF,2021-9-22,5b5cb6f8,作揖要左压右，月亮姐姐你作反了
BV1i34112729,109.11800,1,25,0xFFFFFF,2021-9-22,aef859fc,这是没脸见人了吗冰冰
BV1i34112729,20.33800,1,25,0xFFFFFF,2021-9-22,ef334f1d,中秋放假
BV1i34112729,31.35700,1,25,0xFFFFFF,2021-9-22,2a1d6822,yyds
BV1i34112729,76.13900,1,25,0xFFFFFF,2021-9-22,b7f71f71,冰冰原来不会 唱歌
BV1i34112729,18.61900,1,25,0xFFFFFF,2021-9-21,3d05c563,唱的好啊，月亮姐姐
BV1i34112729,125.14300,5,25,0x009843,2021-9-21,c4ba6049,末将绿泡泡
BV1i34112729,51.10800,1,25,0xFFFFFF,2021-9-21,9032f2e5,亿万调音师
BV1i34112729,24.09500,1,25,0xFFFFFF,2021-9-21,5f12edfb,中秋节快乐
BV1i34112729,14.19200,1,25,0xFFFFFF,2021-9-21,d774683a,中秋节快乐
BV1i34112729,3.38800,5,25,0x009843,2021-9-21,6a2eca4c,卡通欢乐岛，快乐少不了！！！
BV1i34112729,3.38800,5,25,0xE70012,2021-9-21,6a2eca4c,卡通欢乐岛，快乐少不了！！！
BV1i34112729,31.22900,1,25,0xFFFFFF,2021-9-21,35550a57,中秋节快乐
BV1i34112729,49.86500,1,25,0xFFFFFF,2021-9-21,4d126ff3,抱走Q版冰冰
BV1i34112729,85.17900,1,25,0xE2027F,2021-9-21,7d8629df,中秋快乐 阖家欢乐
BV1i34112729,9.49000,1,25,0xFFFFFF,2021-9-21,3d5f416b,吃冰冰月饼
BV1i34112729,3.41900,5,25,0x00A0EA,2021-9-21,72894c81,中秋节快乐
BV1i34112729,47.98100,1,25,0xFFFFFF,2021-9-21,c7d3fc73,冰冰冰冰冰
BV1i34112729,115.15100,1,25,0xFFFFFF,2021-9-21,dec8d6e0,冰兔兔
BV1i34112729,34.09900,1,25,0xFFFFFF,2021-9-21,c8bb26cd,冰冰啊！冰冰
BV1i34112729,87.02300,1,25,0xFFFFFF,2021-9-21,904eaba1,中秋节想让我快乐
BV1i34112729,4.77900,5,25,0xE70012,2021-9-21,edfc3343,冰皮??????????
BV1i34112729,1.22300,1,25,0xFFFFFF,2021-9-21,dc4a2336,看见标题已经开始笑了
BV1i34112729,77.37400,1,25,0xFFFFFF,2021-9-21,febc52ae,QQ小冰哈哈哈
BV1i34112729,73.53200,1,25,0xFFFFFF,2021-9-21,ca38e417,qi读法才是对的，说yi的不要误导别人
BV1i34112729,26.68300,1,25,0xE70012,2021-9-21,d07a6770,我的心还是冰冰的
BV1i34112729,0.17900,1,25,0xFFFFFF,2021-9-21,b7021edf,冰冰冰冰皮月饼
BV1i34112729,41.26000,1,25,0xFFFFFF,2021-9-21,1801528a,这一听就知道，不是假唱。。。
BV1i34112729,2.87800,1,25,0xFFFFFF,2021-9-21,f9120a5a,11小时，凉了
BV1i34112729,73.36200,1,25,0xFFFFFF,2021-9-21,71573e81,猪猪侠
BV1i34112729,61.20000,1,25,0xFFFFFF,2021-9-21,56f8f872,会唱歌吗？冰冰
BV1i34112729,32.73700,1,25,0xFFFFFF,2021-9-21,b3240c15,中秋节快乐
BV1i34112729,109.61600,1,25,0xFFFFFF,2021-9-21,35749037,修音师：冰冰，我真的尽力了
BV1i34112729,85.53000,4,25,0xE2027F,2021-9-21,83cfaf5f,中秋节快乐
BV1i34112729,97.61400,1,25,0xFFFFFF,2021-10-9,8e8e668c,调音师受累了
BV1i34112729,34.61900,1,25,0xFFFFFF,2021-10-2,f63f8279,月亮姐姐！！！！！！！！！！！！！
BV1i34112729,60.99900,1,25,0xFFFFFF,2021-9-24,47dc4c5b,来个西施慧不是更好么
BV1i34112729,120.50500,1,25,0xFFFFFF,2021-9-23,ec7ee54c,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
BV1i34112729,52.94900,1,25,0xFFFFFF,2021-9-23,4d2670e1,修音师辛苦了
BV1i34112729,46.92800,5,25,0xFE0302,2021-9-22,8bf6f69c,美女 我喜欢你
BV1i34112729,6.37900,1,25,0xFFFFFF,2021-9-21,56bbe79,冰冰冰冰冰冰冰冰冰冰冰冰冰冰冰冰
BV1i34112729,47.43900,1,25,0xFFFFFF,2021-9-21,93b0f84,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
